textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-011923,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.931,high,True
TXT-011924,mood_checkin,STU-2026-0343,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.945,high,True
TXT-011925,mood_checkin,STU-2026-0343,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.784,medium,1
TXT-011926,mood_checkin,STU-2026-0343,Someone wrote awful rumors about me on the bathroom wall.,bullying_indicator,0.962,high,True
TXT-011927,mood_checkin,STU-2026-0344,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.855,low,False
TXT-011928,mood_checkin,STU-2026-0344,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.879,low,False
TXT-011929,mood_checkin,STU-2026-0344,Scored well on the math quiz! Hard work is finally paying off.,positive,0.814,low,False
TXT-011930,mood_checkin,STU-2026-0344,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.821,low,False
TXT-011931,mood_checkin,STU-2026-0344,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.878,low,False
TXT-011932,mood_checkin,STU-2026-0344,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.817,low,False
TXT-011933,mood_checkin,STU-2026-0344,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.829,low,False
TXT-011934,mood_checkin,STU-2026-0344,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.834,low,False
TXT-011935,mood_checkin,STU-2026-0344,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.823,low,False
TXT-011936,mood_checkin,STU-2026-0344,Scored well on the math quiz! Hard work is finally paying off.,positive,0.888,low,False
TXT-011937,mood_checkin,STU-2026-0344,"Standard school day, revised chapter 4 during the study break.",neutral,0.772,low,False
TXT-011938,mood_checkin,STU-2026-0344,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.874,low,False
TXT-011939,mood_checkin,STU-2026-0344,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.84,low,False
TXT-011940,mood_checkin,STU-2026-0344,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.787,low,False
TXT-011941,mood_checkin,STU-2026-0344,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.906,low,False
TXT-011942,mood_checkin,STU-2026-0344,Scored well on the math quiz! Hard work is finally paying off.,positive,0.825,low,False
TXT-011943,mood_checkin,STU-2026-0344,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.76,low,False
TXT-011944,mood_checkin,STU-2026-0344,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.806,low,False
TXT-011945,mood_checkin,STU-2026-0344,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.906,low,False
TXT-011946,mood_checkin,STU-2026-0344,"Standard school day, revised chapter 4 during the study break.",neutral,0.725,low,False
TXT-011947,mood_checkin,STU-2026-0344,Regular school day. Completed notes in English and started the math homework.,neutral,0.814,low,False
TXT-011948,mood_checkin,STU-2026-0344,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.885,low,False
TXT-011949,mood_checkin,STU-2026-0344,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.856,low,False
TXT-011950,mood_checkin,STU-2026-0344,Scored well on the math quiz! Hard work is finally paying off.,positive,0.891,low,False
TXT-011951,mood_checkin,STU-2026-0344,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.874,low,False
TXT-011952,mood_checkin,STU-2026-0345,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.922,low,False
TXT-011953,mood_checkin,STU-2026-0345,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.948,low,False
TXT-011954,mood_checkin,STU-2026-0345,Scored well on the math quiz! Hard work is finally paying off.,positive,0.969,low,False
TXT-011955,mood_checkin,STU-2026-0345,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.891,low,False
TXT-011956,mood_checkin,STU-2026-0345,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.937,low,False
TXT-011957,mood_checkin,STU-2026-0345,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.898,low,False
TXT-011958,mood_checkin,STU-2026-0345,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.938,low,False
TXT-011959,mood_checkin,STU-2026-0345,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.932,low,False
TXT-011960,mood_checkin,STU-2026-0345,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.951,low,False
TXT-011961,mood_checkin,STU-2026-0345,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.922,low,False
TXT-011962,mood_checkin,STU-2026-0345,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.926,low,False
TXT-011963,mood_checkin,STU-2026-0345,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.961,low,False
TXT-011964,mood_checkin,STU-2026-0345,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.953,low,False
TXT-011965,mood_checkin,STU-2026-0345,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.951,low,False
TXT-011966,mood_checkin,STU-2026-0345,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.896,low,False
TXT-011967,mood_checkin,STU-2026-0345,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.842,low,False
TXT-011968,mood_checkin,STU-2026-0345,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.932,low,False
TXT-011969,mood_checkin,STU-2026-0346,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.93,low,False
TXT-011970,mood_checkin,STU-2026-0346,Regular school day. Completed notes in English and started the math homework.,neutral,0.863,low,False
TXT-011971,mood_checkin,STU-2026-0346,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.969,low,False
TXT-011972,mood_checkin,STU-2026-0346,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.949,low,False
TXT-011973,mood_checkin,STU-2026-0346,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.908,low,False
TXT-011974,mood_checkin,STU-2026-0346,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.934,low,False
TXT-011975,mood_checkin,STU-2026-0346,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.955,low,False
TXT-011976,mood_checkin,STU-2026-0346,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.81,low,False
TXT-011977,mood_checkin,STU-2026-0346,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.852,low,False
TXT-011978,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.905,low,False
TXT-011979,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.922,low,False
TXT-011980,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.925,low,False
TXT-011981,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.894,low,False
TXT-011982,mood_checkin,STU-2026-0346,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.926,low,False
TXT-011983,mood_checkin,STU-2026-0346,"Standard school day, revised chapter 4 during the study break.",neutral,0.911,low,False
TXT-011984,mood_checkin,STU-2026-0346,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.866,low,False
TXT-011985,mood_checkin,STU-2026-0346,Scored well on the math quiz! Hard work is finally paying off.,positive,0.891,low,False
TXT-011986,mood_checkin,STU-2026-0346,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.962,low,False
TXT-011987,mood_checkin,STU-2026-0346,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.942,low,False
TXT-011988,mood_checkin,STU-2026-0346,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.889,low,False
TXT-011989,mood_checkin,STU-2026-0346,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.8,low,False
TXT-011990,mood_checkin,STU-2026-0346,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.973,low,False
TXT-011991,mood_checkin,STU-2026-0346,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.916,low,False
TXT-011992,mood_checkin,STU-2026-0346,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.9,low,False
TXT-011993,mood_checkin,STU-2026-0346,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.911,low,False
TXT-011994,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.823,low,False
TXT-011995,mood_checkin,STU-2026-0346,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.885,low,False
TXT-011996,mood_checkin,STU-2026-0347,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.943,low,False
TXT-011997,mood_checkin,STU-2026-0347,"Standard school day, revised chapter 4 during the study break.",neutral,0.896,low,False
TXT-011998,mood_checkin,STU-2026-0347,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.934,low,False
TXT-011999,mood_checkin,STU-2026-0347,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.945,low,False
TXT-012000,mood_checkin,STU-2026-0347,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.883,low,False
TXT-012001,mood_checkin,STU-2026-0347,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.93,low,False
TXT-012002,mood_checkin,STU-2026-0347,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.886,low,False
TXT-012003,mood_checkin,STU-2026-0347,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.876,low,False
TXT-012004,mood_checkin,STU-2026-0347,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.97,low,False
TXT-012005,mood_checkin,STU-2026-0347,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.832,low,False
TXT-012006,mood_checkin,STU-2026-0347,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.813,low,False
TXT-012007,mood_checkin,STU-2026-0347,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.829,low,False
TXT-012008,mood_checkin,STU-2026-0347,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.818,low,False
